Fax ID;Nom et prénom utilisateur;Revendeur;Mode;Adresse de messagerie;Date et heure du fax;Numéro d'envoi;Numéro appelé;Appel international;Appel interne;Nombre de page réel;Durée;Pages facturées;Type facturation
6476999;. FAX MFP FAX sec Uroneph;KOMI Fax Sud Est;RF;0492038456@chu-nice.fr;04/10/2025 09:30;33492037777;33489419493;0;1;9;304;3.00;hors forfait
6477013;. FAX MFP Urologie HC;KOMI Fax Sud Est;RF;0492037548@chu-nice.fr;04/10/2025 09:35;33492037777;33489419644;0;1;2;86;0.67;hors forfait
6477015;. FAX MFP Intendant Pasteur;KOMI Fax Sud Est;RF;0492038335@chu-nice.fr;04/10/2025 09:36;33492037777;33489419526;0;1;2;86;0.67;hors forfait
6477036;FAX MFP  Maternité HC .;KOMI Fax Sud Est;RF;0492039277@chu-nice.fr;04/10/2025 09:45;33492037777;33489419733;0;1;2;62;0.67;hors forfait
3975811;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 09:50;33430317505;33492036568;0;0;1;55;1.00;hors forfait
3975815;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 09:50;33430317505;33492036568;0;0;1;58;1.00;hors forfait
6477046;GYNECO AMP FAX MFP;KOMI Fax Sud Est;RF;0492036424@chu-nice.fr;04/10/2025 09:52;33492037777;33489419683;0;1;2;57;0.67;hors forfait
3975822;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 09:57;33430317505;33492039760;0;0;1;81;2.00;hors forfait
6477054;. FAX MFP Depot Sang P2;KOMI Fax Sud Est;RF;0492039760@chu-nice.fr;04/10/2025 09:59;33492037777;33489419467;0;1;1;79;0.33;hors forfait
6477056;MATERNITE HC ARCHET 2 FAX MFP;KOMI Fax Sud Est;RF;0492036097@chu-nice.fr;04/10/2025 09:59;33492037777;33489419710;0;1;10;239;3.33;hors forfait
3975824;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 10:00;33430317505;33492275209;0;0;1;102;2.00;hors forfait
6477059;. FAX MFP Secretariat Dermato 5e;KOMI Fax Sud Est;RF;0492036084@chu-nice.fr;04/10/2025 10:00;33492037777;33489419602;0;1;5;154;1.67;hors forfait
6477062;MATERNITE HC ARCHET 2 FAX MFP;KOMI Fax Sud Est;RF;0492036097@chu-nice.fr;04/10/2025 10:01;33492037777;33489419710;0;1;3;79;1.00;hors forfait
6477065;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;04/10/2025 10:02;33492037777;33489419585;0;1;5;147;1.67;hors forfait
6477067;. FAX MFP gyneco maternite;KOMI Fax Sud Est;RF;0492036564@chu-nice.fr;04/10/2025 10:05;33492037777;33489419650;0;1;3;138;1.00;hors forfait
6477082;. FAX MFP sec infectio;KOMI Fax Sud Est;RF;0492035863@chu-nice.fr;04/10/2025 10:14;33492037777;33489419666;0;1;9;266;3.00;hors forfait
3975846;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 10:18;33430317505;33492036299;0;0;1;65;2.00;hors forfait
6477089;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 10:19;33492037777;33489419660;0;1;1;63;0.33;hors forfait
6477095;. FAX MFP sec infectio;KOMI Fax Sud Est;RF;0492035863@chu-nice.fr;04/10/2025 10:24;33492037777;33489419666;0;1;9;272;3.00;hors forfait
3975853;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 10:26;33430317505;37792168299;1;0;2;65;4.00;hors forfait
6477099;. FAX MFP IDE Uro;KOMI Fax Sud Est;RF;0492038496@chu-nice.fr;04/10/2025 10:28;33492037777;33489419518;0;1;2;61;0.67;hors forfait
3975859;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 10:32;33430317505;33492036299;0;0;1;59;1.00;hors forfait
3975861;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 10:32;33430317505;33492036299;0;0;1;48;1.00;hors forfait
6477110;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 10:33;33492037777;33489419660;0;1;1;57;0.33;hors forfait
6477111;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 10:33;33492037777;33489419660;0;1;1;47;0.33;hors forfait
6477112;rhumatologie-hopitaldejour 0492035830;KOMI Fax Sud Est;RF;rhumatologie-hopitaldejour@chu-nice.fr;04/10/2025 10:33;33492037777;33489419488;0;1;3;129;1.00;hors forfait
6477112;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;04/10/2025 10:33;33492037777;33489419488;0;1;3;129;1.00;hors forfait
3975876;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 10:42;33430317505;33492036556;0;0;1;53;1.00;hors forfait
6477136;. FAX MFP Salle Naissance;KOMI Fax Sud Est;RF;0492036556@chu-nice.fr;04/10/2025 10:43;33492037777;33489419566;0;1;1;52;0.33;hors forfait
6477139;. FAX MFP Secretariat Dermato 5e;KOMI Fax Sud Est;RF;0492036084@chu-nice.fr;04/10/2025 10:45;33492037777;33489419602;0;1;9;272;3.00;hors forfait
6477148;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;04/10/2025 10:48;33492037777;33489419724;0;1;4;108;1.33;hors forfait
3975904;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:00;33430317505;33492037714;0;0;1;51;1.00;hors forfait
6477176;. FAX MFP Scanner Pasteur;KOMI Fax Sud Est;RF;0492037714@chu-nice.fr;04/10/2025 11:01;33492037777;33489495113;0;1;1;49;0.33;hors forfait
6477181;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;04/10/2025 11:04;33492037777;33489419682;0;1;4;118;1.33;hors forfait
3975915;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:06;33430317505;33492037714;0;0;1;53;1.00;hors forfait
6477190;. FAX MFP Scanner Pasteur;KOMI Fax Sud Est;RF;0492037714@chu-nice.fr;04/10/2025 11:07;33492037777;33489495113;0;1;1;51;0.33;hors forfait
6477193;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;04/10/2025 11:09;33492037777;33489419585;0;1;4;114;1.33;hors forfait
6477195;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;04/10/2025 11:10;33492037777;33489419682;0;1;4;110;1.33;hors forfait
3975919;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:11;33430317505;33492261557;0;0;2;99;2.00;hors forfait
3975918;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:11;33430317505;33492074466;0;0;2;88;2.00;hors forfait
3975920;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:11;33430317505;33493136835;0;0;2;72;2.00;hors forfait
3975922;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:11;33430317505;33492128584;0;0;1;51;1.00;hors forfait
6477202;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;04/10/2025 11:11;33492037777;33489419682;0;1;4;134;1.33;hors forfait
3975924;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:12;33430317505;33492035977;0;0;1;68;2.00;hors forfait
6477207;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;04/10/2025 11:13;33492037777;33489419409;0;1;1;67;0.33;hors forfait
6477212;. FAX MFP Secretariat Digestif B3;KOMI Fax Sud Est;RF;0492036120@chu-nice.fr;04/10/2025 11:15;33492037777;33489419606;0;1;9;301;3.00;hors forfait
6477231;. FAX MFP gyneco maternite;KOMI Fax Sud Est;RF;0492036564@chu-nice.fr;04/10/2025 11:21;33492037777;33489419650;0;1;3;107;1.00;hors forfait
6477247;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;04/10/2025 11:25;33492037777;33489419585;0;1;7;226;2.33;hors forfait
3975941;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:27;33430317505;36299;1;0;0;;0.33;hors forfait
3975943;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:28;33430317505;33492036299;0;0;1;81;2.00;hors forfait
3975944;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 11:28;33430317505;492036299;1;0;0;;0.33;hors forfait
6477267;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 11:29;33492037777;33489419660;0;1;1;80;0.33;hors forfait
6477270;. FAX MFP Secretariat Digestif;KOMI Fax Sud Est;RF;0492036566@chu-nice.fr;04/10/2025 11:30;33492037777;33489419605;0;1;4;136;1.33;hors forfait
6477296;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;04/10/2025 11:39;33492037777;33489419682;0;1;4;109;1.33;hors forfait
6477302;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;04/10/2025 11:41;33492037777;33489419409;0;1;4;109;1.33;hors forfait
6477307;GYNECO AMP FAX MFP;KOMI Fax Sud Est;RF;0492036424@chu-nice.fr;04/10/2025 11:42;33492037777;33489419683;0;1;5;219;1.67;hors forfait
6477325;. FAX MFP endo;KOMI Fax Sud Est;RF;0492035425@chu-nice.fr;04/10/2025 11:48;33492037777;33489419649;0;1;4;145;1.33;hors forfait
6477333;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;04/10/2025 11:51;33492037777;33489419682;0;1;4;127;1.33;hors forfait
6477351;GYNECO AMP FAX MFP;KOMI Fax Sud Est;RF;0492036424@chu-nice.fr;04/10/2025 11:57;33492037777;33489419683;0;1;4;109;1.33;hors forfait
6477363;. FAX MFP Secretariat Pr Amiel;KOMI Fax Sud Est;RF;0492037788@chu-nice.fr;04/10/2025 12:00;33492037777;33489419617;0;1;1;38;0.33;hors forfait
6477398;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;04/10/2025 12:14;33492037777;33489419585;0;1;4;247;1.33;hors forfait
3975991;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 12:15;33430317505;33492035977;0;0;1;76;2.00;hors forfait
6477407;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;04/10/2025 12:17;33492037777;33489419409;0;1;1;75;0.33;hors forfait
3975997;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 12:22;33430317505;33492275209;0;0;1;84;2.00;hors forfait
6477427;. FAX MFP FAX Secretariat Uro;KOMI Fax Sud Est;RF;0492037851@chu-nice.fr;04/10/2025 12:23;33492037777;33489419491;0;1;2;70;0.67;hors forfait
6477430;. FAX MFP Secretariat Digestif;KOMI Fax Sud Est;RF;0492036566@chu-nice.fr;04/10/2025 12:24;33492037777;33489419605;0;1;4;138;1.33;hors forfait
6477431;. FAX MFP FAX Secretariat Uro;KOMI Fax Sud Est;RF;0492037851@chu-nice.fr;04/10/2025 12:24;33492037777;33489419491;0;1;5;147;1.67;hors forfait
6477446;. FAX MFP FAX Secretariat Uro;KOMI Fax Sud Est;RF;0492037851@chu-nice.fr;04/10/2025 12:27;33492037777;33489419491;0;1;8;249;2.67;hors forfait
3976005;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 12:33;33430317505;33492036435;0;0;1;47;1.00;hors forfait
6477470;. FAX MFP Secretariat Pediatrie;KOMI Fax Sud Est;RF;0492036435@chu-nice.fr;04/10/2025 12:34;33492037777;33489419616;0;1;1;45;0.33;hors forfait
3976006;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 12:34;33430317505;33492036299;0;0;3;130;3.00;hors forfait
6477480;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 12:37;33492037777;33489419660;0;1;3;129;1.00;hors forfait
6477503;. FAX MFP sec infectio;KOMI Fax Sud Est;RF;0492035863@chu-nice.fr;04/10/2025 12:46;33492037777;33489419666;0;1;9;263;3.00;hors forfait
3976027;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 12:58;33430317505;33492036299;0;0;1;69;2.00;hors forfait
3976029;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 12:58;33430317505;33492036299;0;0;1;63;2.00;hors forfait
6477547;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 12:59;33492037777;33489419660;0;1;1;68;0.33;hors forfait
6477551;. FAX MFP pharmacie Archet 2;KOMI Fax Sud Est;RF;0492036299@chu-nice.fr;04/10/2025 13:00;33492037777;33489419660;0;1;1;62;0.33;hors forfait
6477563;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;04/10/2025 13:04;33492037777;33489419409;0;1;1;33;0.33;hors forfait
6477593;rhumatologie-hopitaldejour 0492035830;KOMI Fax Sud Est;RF;rhumatologie-hopitaldejour@chu-nice.fr;04/10/2025 13:15;33492037777;33489419488;0;1;3;126;1.00;hors forfait
6477593;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;04/10/2025 13:15;33492037777;33489419488;0;1;3;126;1.00;hors forfait
6477617;. FAX MFP gyneco maternite;KOMI Fax Sud Est;RF;0492036564@chu-nice.fr;04/10/2025 13:27;33492037777;33489419650;0;1;3;111;1.00;hors forfait
6477629;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;04/10/2025 13:32;33492037777;33489419409;0;1;3;55;1.00;hors forfait
6477635;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;04/10/2025 13:33;33492037777;33489419409;0;1;1;31;0.33;hors forfait
6477642;. FAX MFP Sec Irm Pasteur;KOMI Fax Sud Est;RF;0492038181@chu-nice.fr;04/10/2025 13:36;33492037777;33489419576;0;1;2;59;0.67;hors forfait
6477664;. FAX MFP Urgence;KOMI Fax Sud Est;RF;0492036463@chu-nice.fr;04/10/2025 13:41;33492037777;33489419643;0;1;4;150;1.33;hors forfait
6477666;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;04/10/2025 13:42;33492037777;33489419488;0;1;4;120;1.33;hors forfait
6477666;rhumatologie-hopitaldejour 0492035830;KOMI Fax Sud Est;RF;rhumatologie-hopitaldejour@chu-nice.fr;04/10/2025 13:42;33492037777;33489419488;0;1;4;120;1.33;hors forfait
6477674;. FAX MFP IDE Hdj Neurologie D3;KOMI Fax Sud Est;RF;0492038015@chu-nice.fr;04/10/2025 13:44;33492037777;33489419511;0;1;2;72;0.67;hors forfait
6477676;. FAX MFP IDE Uro;KOMI Fax Sud Est;RF;0492038496@chu-nice.fr;04/10/2025 13:44;33492037777;33489419518;0;1;1;46;0.33;hors forfait
6477691;. FAX MFP Secretariat Nephro I3;KOMI Fax Sud Est;RF;0492038495@chu-nice.fr;04/10/2025 13:49;33492037777;33489419613;0;1;2;67;0.67;hors forfait
6477710;. FAX MFP Sec Clinique;KOMI Fax Sud Est;RF;0492037907@chu-nice.fr;04/10/2025 13:55;33492037777;33489419572;0;1;2;57;0.67;hors forfait
6477713;. FAX MFP Secretariat Digestif;KOMI Fax Sud Est;RF;0492036566@chu-nice.fr;04/10/2025 13:57;33492037777;33489419605;0;1;6;131;2.00;hors forfait
3976068;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;04/10/2025 13:59;33430317505;33492035977;0;0;1;58;1.00;hors forfait
6477717;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;04/10/2025 14:00;33492037777;33489419488;0;1;4;117;1.33;hors forfait
